"","X","CoreUniqueID","SiteCode","RainTrt","FieldRep","CoreNum","CoreLabel","TargetWP","TargetGWC","ActualGWC","BD","PD","WHC","Moist","pH","DOC","MBC","SOM","CO2_w1a","CO2_w1b","CO2_w2a","CO2_w2b","CO2_eq","MAP","MAP_CV","MAT","Sand","Silt","Clay","USDA_class","Soil.fresh.wt..g.","rock.fresh.wt..g.","Core.2mm.dry.wt..g.","Core.Vol..cm3.","ANPP","ActualVWC","TargetVWC","theta","m","m_1","n_1","alpha_1","ActualWP"
"511",1402,662,"cedarsav.us","Drought",5,"2","Savann_CC_D_5_2",-0.1,0.075356970814196,0.0811394891944991,"1.33241977497148",NA,NA,"8.11394891944991","5.69",NA,NA,2.68924302788848,"2.68687580969994","4.95340260729801","2.17476954067503","2.28587091719985",3.13801435505763,779.521482542157,13.6749455978371,7.5,97.5198412698413,0,4.96031746031746,"sand",334.66,"7.47","247.17347740668",191.113553093379,285.9,0.0878626369263583,0.0816009840861404,0.153083439452052,0.20844855548477,4.79734674905466,0.79155144451523,0.000100000060410986,0.124471003810962
"512",1403,635,"cedarsav.us","Drought",5,"3","Savann_CC_D_5_3",-0.2,0.0642428445774209,0.0593117408906882,"1.0048387253671",NA,NA,"5.93117408906883","5.97",NA,NA,4.15019762845845,"1.41120645097577","2.23807851141052","0.734501473688966","2.13431225344197",1.70229741284715,779.521482542157,13.6749455978371,7.5,97.5198412698413,0,4.96031746031746,"sand",219.66,"8.49","192.097949392713",199.622033196851,285.9,0.0642262603213687,0.0695659509846295,0.111901681728249,0.20844855548477,4.79734674905466,0.79155144451523,0.000100000060410986,0.409155180584556
"513",1404,634,"cedarsav.us","Drought",5,"4","Savann_CC_D_5_4",-0.3,0.0587706365442403,0.0473859408654788,"1.19287012502902",NA,NA,"4.73859408654788","5.93",NA,NA,2.88659793814434,"0.984657157753617","1.80579778421087","5.48893721617574","1.52792802977061",2.94088767671907,779.521482542157,13.6749455978371,7.5,97.5198412698413,0,4.96031746031746,"sand",260.35,"4.42","230.580233013511",197.00403931886,285.9,0.0513122988449835,0.0636403205378773,0.0894016326867738,0.20844855548477,4.79734674905466,0.79155144451523,0.000100000060410986,0.959625998726261
"514",1405,616,"cedarsav.us","Drought",5,"5","Savann_CC_D_5_5",-1,0.0460582684227395,0.0686375852801323,"1.25039157095754",NA,NA,"6.86375852801323","5.71",NA,NA,2.83203124999999,"3.99418316335299","2.90692053633935","5.12950352988576","1.83866675506016",3.29169694042842,779.521482542157,13.6749455978371,7.5,97.5198412698413,0,4.96031746031746,"sand",306.8,"3.95","239.108672731032",194.386045440868,285.9,0.0743248360920058,0.0498746166146468,0.12949647249047,0.20844855548477,4.79734674905466,0.79155144451523,0.000100000060410986,0.234988035424657
"515",1406,633,"cedarsav.us","Drought",5,"6","Savann_CC_D_5_6",-15,0.0301394229161601,0.00484590036828847,"1.19003925810965",NA,NA,"0.48459003682885","5.93",NA,NA,2.93040293040293,"0.00465445742364477","0.00628095391384845",NA,"0.00439666773969391",0.00533881082677118,779.521482542157,13.6749455978371,7.5,97.5198412698413,0,4.96031746031746,"sand",276.89,"3.22","260.819937972475",221.874981159779,285.9,0.00524742747171622,0.0326367493700228,0.00914261481042032,0.20844855548477,4.79734674905466,0.79155144451523,0.000100000060410986,5527.42506850488
"516",197,120,"cobar.au","Ambient",1,"1","cobar.au_A_1_1",1,0.170520660474385,0.163934426229508,"1.33213444847815",NA,NA,"16.3934426229508","5.8","0.0212627490578469","0.0887333928360729",4.72297910990012,"12.0280780894908","3.00171160679412","3.00849424390664","2.4838765124215",2.83136078770742,320.98652257783,26.3392131064385,18.9,47.3633151139302,26.5626843894222,26.0740004966476,"sandy clay loam",409.09,"31.8","292.539344262295",243.473430653209,71.64389,0.221828121602762,0.230740294625721,0.582781079622306,0.212001868787759,4.71693955208069,0.787998131212241,0.184613982101987,1.28811270077132
"517",198,121,"cobar.au","Ambient",1,"2","cobar.au_A_1_2",1.5,0.152504625433763,0.121212121212121,"1.36747502746068",NA,NA,"12.1212121212121","6.19","0.0326865342918473","0.038541418493572",4.25724637681158,"4.4894914440918","2.06600741483337","1.99052575979371","1.73953670649032",1.9320232937058,320.98652257783,26.3392131064385,18.9,47.3633151139302,26.5626843894222,26.0740004966476,"sandy clay loam",402.37,"15.6","326.293939393939",250.018415348188,71.64389,0.164018368700224,0.206361869033797,0.43090479826619,0.212001868787759,4.71693955208069,0.787998131212241,0.184613982101987,4.15655257075839
"518",199,110,"cobar.au","Ambient",1,"3","cobar.au_A_1_3",0.33,0.22832678305513,0.195652173913044,"1.20890026179814",NA,NA,"19.5652173913044","6.64","0.0147993542620416","0.0741337258841613",4.21455938697316,"5.97067893612685","2.64302081433643","4.57349550869391","3.92203303973737",3.71284978758924,320.98652257783,26.3392131064385,18.9,47.3633151139302,26.5626843894222,26.0740004966476,"sandy clay loam",348.96,"28.8","247.336956521739",228.419965854758,71.64389,0.264747040782427,0.308960738519998,0.695536549375318,0.212001868787759,4.71693955208069,0.787998131212241,0.184613982101987,0.608514500774902
"519",200,111,"cobar.au","Ambient",1,"4","cobar.au_A_1_4",10,0.0984723785005591,0.121212121212121,"1.3792745050869",NA,NA,"12.1212121212121","6.27","0.0450535003723801","0.0305989632811447",3.5585042219541,"2.48769156559257","1.05248410696455","0.913368422152438","2.34524665131659",1.43703306014453,320.98652257783,26.3392131064385,18.9,47.3633151139302,26.5626843894222,26.0740004966476,"sandy clay loam",385.92,"20.3","311.00303030303",240.20093830572,71.64389,0.164018368700224,0.133248050790465,0.43090479826619,0.212001868787759,4.71693955208069,0.787998131212241,0.184613982101987,4.15655257075839
"520",201,119,"cobar.au","Ambient",1,"5","cobar.au_A_1_5",0.5,0.206078749737176,0.174603174603175,"1.26776548084215",NA,NA,"17.4603174603175","6.71","0.0177482900814674","0.0319363716568598",3.75939849624059,"11.2579257245542","3.90934998588223","4.11516886952255","3.17469690932804",3.7330719215776,320.98652257783,26.3392131064385,18.9,47.3633151139302,26.5626843894222,26.0740004966476,"sandy clay loam",399.58,"35.6","283.853968253968",251.981910756681,71.64389,0.236264554913418,0.278855777934305,0.620708102264393,0.212001868787759,4.71693955208069,0.787998131212241,0.184613982101987,0.995296801084049
"521",202,109,"cobar.au","Ambient",1,"6","cobar.au_A_1_6",3,0.127438708698738,0.111111111111111,"1.38635682639374",NA,NA,"11.1111111111111","6.18","0.0299012070097334","0.0581445468773324",2.99999999999998,"6.11813718911876","1.98947173226402","1.57049088553508","0.97330186338117",1.51108816039342,320.98652257783,26.3392131064385,18.9,47.3633151139302,26.5626843894222,26.0740004966476,"sandy clay loam",392.23,"12.8","332",248.709418409192,71.64389,0.150350171308539,0.172443885157748,0.394996065077342,0.212001868787759,4.71693955208069,0.787998131212241,0.184613982101987,5.77294886816636
"522",204,115,"cobar.au","Drought",1,"1","cobar.au_D_1_1",10,0.0984723785005591,0.0967741935483873,"1.40463201672031",NA,NA,"9.67741935483873","5.76","0.0291953719351883","0.0433321206204621",4.04040404040402,"1.27522376111138","0.566310430763349","0.474778248287033","0.491719505154191",0.510936061401524,320.98652257783,26.3392131064385,18.9,47.3633151139302,26.5626843894222,26.0740004966476,"sandy clay loam",399.27,"28.1","323.083870967742",250.018415348188,119.1795567,0.130950149204212,0.133248050790465,0.344028830873815,0.212001868787759,4.71693955208069,0.787998131212241,0.184613982101987,9.69338548951526
"523",205,123,"cobar.au","Drought",1,"2","cobar.au_D_1_2",1.5,0.152504625433763,0.111111111111111,"1.37830929507618",NA,NA,"11.1111111111111","6.07","0.0197134194532219","0.0744400211467611",4.05797101449277,"1.94526630233162","0.769373994075196","0.752017962814047","0.697344030859804",0.739578662583016,320.98652257783,26.3392131064385,18.9,47.3633151139302,26.5626843894222,26.0740004966476,"sandy clay loam",406.8,"10.7","337.511111111111",252.636409226179,119.1795567,0.150350171308539,0.206361869033797,0.394996065077342,0.212001868787759,4.71693955208069,0.787998131212241,0.184613982101987,5.77294886816636
"524",206,124,"cobar.au","Drought",1,"3","cobar.au_D_1_3",0.33,0.22832678305513,0.170731707317073,"1.36337046489089",NA,NA,"17.0731707317073","6.36","0.0112595149176919","0.0140396030500021",3.94866732477787,"0.695177642466507","0.337112007575395","0.573121992826066","0.481556626584421",0.463930208995294,320.98652257783,26.3392131064385,18.9,47.3633151139302,26.5626843894222,26.0740004966476,"sandy clay loam",440.03,"33.8","317.775609756098",257.872396982162,119.1795567,0.231025872986291,0.308960738519998,0.606945173167621,0.212001868787759,4.71693955208069,0.787998131212241,0.184613982101987,1.09187577519293
